source,record_id_or_url,title,year,doi,cited_by_count,type,search_topic
crossref,https://doi.org/10.1007/978-3-658-07529-3_6,Grams - General Reference Model for Agent-based Modeling and Simulation,2014,10.1007/978-3-658-07529-3_6,0,book-chapter,
crossref,https://doi.org/10.2139/ssrn.2664230,An Agent-Based Model for Crisis Liquidity Dynamics,2015,10.2139/ssrn.2664230,14,posted-content,
crossref,https://doi.org/10.7249/rr1768,A General Agent-Based Model of Social Learning,2017,10.7249/rr1768,6,edited-book,
crossref,https://doi.org/10.2139/ssrn.2943297,Agent-Based Model Calibration Using Machine Learning Surrogates,2017,10.2139/ssrn.2943297,15,posted-content,
crossref,https://doi.org/10.1088/2632-2153/ae11f8/v2/decision1,"Decision letter for ""Generative diffusion model surrogates for mechanistic agent-based biological models""",2025,10.1088/2632-2153/ae11f8/v2/decision1,0,peer-review,
crossref,https://doi.org/10.23977/agrfem.2018.11002,Salesperson Compensation Contract Design Based on Multi-agent Principal Agent Model,2018,10.23977/agrfem.2018.11002,0,journal-article,
crossref,https://doi.org/10.31390/gradschool_dissertations.3675,An agent-based simulation model for business reopenings in New Orleans post Hurricane Katrina,,10.31390/gradschool_dissertations.3675,0,dissertation,
crossref,https://doi.org/10.1787/888932744223,A stylised euro area upside scenario: macroeconomic model simulation results,,10.1787/888932744223,0,component,
crossref,https://doi.org/10.1109/taffc.2023.3272031/mm1,Empirical validation of an agent-based model of emotion contagion_supp1-3272031.pdf,,10.1109/taffc.2023.3272031/mm1,0,component,
crossref,https://doi.org/10.31235/osf.io/dr857_v1,SINDy meets Schelling. Transforming Agent-Based model spatial outputs into Dynamical Systems,2025,10.31235/osf.io/dr857_v1,0,posted-content,
crossref,https://doi.org/10.1007/978-4-431-71307-4_7,A Pedestrian Agent Model Using Relative Coordinate Systems,2007,10.1007/978-4-431-71307-4_7,7,book-chapter,
crossref,https://doi.org/10.1007/978-0-230-29166-9_2,Teaching Intermediate Macroeconomics using the 3-Equation Model,2009,10.1007/978-0-230-29166-9_2,9,book-chapter,
crossref,https://doi.org/10.1007/978-981-10-3662-0_1,Understanding Risks in Milk Supply Chain: An Agent-Based Conceptual Model,2017,10.1007/978-981-10-3662-0_1,0,book-chapter,
crossref,https://doi.org/10.2139/ssrn.4871228,Global Solutions to Master Equations for Continuous Time Heterogeneous Agent Macroeconomic Models,2024,10.2139/ssrn.4871228,8,posted-content,
crossref,https://doi.org/10.2307/jj.28274141.22,Patterns for Model Structure,2019,10.2307/jj.28274141.22,0,book-chapter,
crossref,https://doi.org/10.21125/edulearn.2026.1293,DEVELOPING AGENT BASED MODEL SIMULATIONS AS INQUIRY-BASED LEARNING TOOLS,2026,10.21125/edulearn.2026.1293,0,proceedings-article,
crossref,https://doi.org/10.2139/ssrn.2867441,Macroeconomic Effectiveness of Non-Standard Monetary Policy and Early Exit. A Model-Based Evaluation,2016,10.2139/ssrn.2867441,0,journal-article,
crossref,https://doi.org/10.5220/0005096602310236,A Data Rich Money Market Model - Agent-based Modelling for Financial Stability,2014,10.5220/0005096602310236,0,proceedings-article,
crossref,https://doi.org/10.21203/rs.3.rs-20889/v1,Using a Hybrid Agent-Based and Equation Based Model to Test School Closure Policies,2020,10.21203/rs.3.rs-20889/v1,1,posted-content,
crossref,https://doi.org/10.1007/978-3-030-35445-9_38,Towards an Agent-Based Model for the Analysis of Macroeconomic Signals,2020,10.1007/978-3-030-35445-9_38,0,book-chapter,
crossref,https://doi.org/10.1109/cbms.2004.1311766,Agent-based model of flow in the urethra,,10.1109/cbms.2004.1311766,0,proceedings-article,
crossref,https://doi.org/10.1007/s10458-013-9221-5,Interacting behavioral Petri nets analysis for distributed causal model-based diagnosis,2013,10.1007/s10458-013-9221-5,3,journal-article,
crossref,https://doi.org/10.1109/icdsns65743.2025.11168679,Macroeconomic Multivariate Time Series Forecasting Model Based on Transformer Architecture,2025,10.1109/icdsns65743.2025.11168679,0,proceedings-article,
crossref,https://doi.org/10.1111/jcom.12288,"Dynamic Spirals Put to Test: An Agent-Based Model of Reinforcing Spirals Between Selective Exposure, Interpersonal Networks, and Attitude Polarization",2017,10.1111/jcom.12288,63,journal-article,
crossref,https://doi.org/10.1109/isamsr.2016.7809996,Workflow analysis for self-adaptive agent-based simulation model,2016,10.1109/isamsr.2016.7809996,0,proceedings-article,
crossref,https://doi.org/10.2139/ssrn.6173082,The Macroeconomic Effects of Import Tariffs on the Euro Area: A Model-Based Assessment,2026,10.2139/ssrn.6173082,0,posted-content,
crossref,https://doi.org/10.5220/0011801200003393,An Agent-Based Model Study on Subsidy Fraud Risk in Technological Transition,2023,10.5220/0011801200003393,0,proceedings-article,
crossref,https://doi.org/10.20944/preprints202311.1628.v1,An Agent-Based Model for Determining the Agriculture Demand Based on Farmers' Socio-Economic Characteristics,2023,10.20944/preprints202311.1628.v1,0,posted-content,
crossref,https://doi.org/10.1007/11802372_48,A Concurrent Agent Model Based on Twin-Subset Semantic,2006,10.1007/11802372_48,0,book-chapter,
crossref,https://doi.org/10.1007/978-3-319-65993-0_3,Deconstructing Geospatial Agent-Based Model: Sensitivity Analysis of Forest Insect Infestation Model,2017,10.1007/978-3-319-65993-0_3,0,book-chapter,
crossref,https://doi.org/10.5220/0015215300004088,Evidence-Gated Agentic Delivery: An Essence-Based Reference Model for Hybrid Human-Agent Software Processes,2026,10.5220/0015215300004088,0,proceedings-article,
crossref,https://doi.org/10.5220/0006735501330139,Agent-based Simulation of Socially-inspired Model of Resistance against Unpopular Norms,2018,10.5220/0006735501330139,3,proceedings-article,
crossref,https://doi.org/10.54691/bcpbm.v25i.1762,Forecasting Stock Prices Using Multi-Macroeconomic Regressors Based on the Facebook Prophet Model,2022,10.54691/bcpbm.v25i.1762,4,journal-article,
crossref,https://doi.org/10.1108/20408741311303896,Salesperson compensation contract design based on multi‐agent principal agent model,2013,10.1108/20408741311303896,1,journal-article,
crossref,https://doi.org/10.1007/978-4-431-54874-4_3,Simulation of an Agent-Based Diffusion Model,2025,10.1007/978-4-431-54874-4_3,0,book-chapter,
crossref,https://doi.org/10.1007/978-1-84882-063-0_4,The Emergence of Knowledge Exchange: An Agent-based Model of a Software Market,2009,10.1007/978-1-84882-063-0_4,0,book-chapter,
crossref,https://doi.org/10.1007/978-981-13-8319-9_11,Emergent Urban Morphologies in an Agent-Based Model of Housing,2019,10.1007/978-981-13-8319-9_11,2,book-chapter,
crossref,https://doi.org/10.1016/j.ecolecon.2021.107253,An energy-based macroeconomic model validated by global historical series since 1820,2022,10.1016/j.ecolecon.2021.107253,10,journal-article,
crossref,https://doi.org/10.1007/978-3-319-18153-0_9,Boundary Conditions for the Emergence of “Docility” in Organizations: Agent-Based Model and Simulation,2016,10.1007/978-3-319-18153-0_9,6,book-chapter,
crossref,https://doi.org/10.1007/s10458-018-9384-1,An agent-based model of the emergence and evolution of a language system for boolean coordination,2018,10.1007/s10458-018-9384-1,0,journal-article,
crossref,https://doi.org/10.2737/srs-gtr-245,"Using agent-based models to examine implications of introducing conservation auctions in Costa Rica: overview, design concepts, and details (ODD) protocol for a conservation auction agent-based model (CA-ABM)",2019,10.2737/srs-gtr-245,0,report,
crossref,https://doi.org/10.2139/ssrn.4646340,A Macroeconomic Model with Bond Market Liquidity,2023,10.2139/ssrn.4646340,0,posted-content,
crossref,https://doi.org/10.1007/978-94-007-4933-7_8,"An Agent-Based Model of a Mobile Phone Production, Consumption and Recycling Network",2013,10.1007/978-94-007-4933-7_8,0,book-chapter,
crossref,https://doi.org/10.1007/978-1-4615-0785-7_10,Casinoworld:An Agent-based Model with Heterogeneous Risk Preferences and Adaptive Behavior,2002,10.1007/978-1-4615-0785-7_10,0,book-chapter,
crossref,https://doi.org/10.1109/isamsr.2016.7810008,Agent-mediated self-regulated learning: A conceptual model based on knowledge management at agent level,2016,10.1109/isamsr.2016.7810008,0,proceedings-article,
crossref,https://doi.org/10.1109/icdsba57203.2022.00067,Research on Macroeconomic Prediction Model Based on BP algorithm,2022,10.1109/icdsba57203.2022.00067,0,proceedings-article,
crossref,https://doi.org/10.3386/w1166,International Policy Coordination in a Dynamic Macroeconomic Model,1983,10.3386/w1166,12,report,
crossref,https://doi.org/10.2139/ssrn.3965971,A Macroeconomic Model with Two Financial Sectors,2022,10.2139/ssrn.3965971,1,posted-content,
crossref,https://doi.org/10.1016/j.jebo.2020.07.023,Rising to the challenge: Bayesian estimation and forecasting techniques for macroeconomic Agent Based Models,2020,10.1016/j.jebo.2020.07.023,37,journal-article,
crossref,https://doi.org/10.32388/x1x5th,"Review of: ""Bursting Bubbles in a Macroeconomic Model""",2025,10.32388/x1x5th,0,peer-review,
crossref,https://doi.org/10.1093/oso/9780195143362.003.0017,An Intelligent Agent-Based Model for Simulating and Evaluating River Trip Scenarios along the Colorado River in Grand Canyon National Park,2002,10.1093/oso/9780195143362.003.0017,1,book-chapter,
crossref,https://doi.org/10.63744/zgenmzsen2my,An Agent-based Model for the Humanities,2013,10.63744/zgenmzsen2my,0,journal-article,
crossref,https://doi.org/10.4995/thesis/10251/181181,A BDI Empathic Agent Model Based on a Multidimensional Cross-Cultural Emotion Representation,,10.4995/thesis/10251/181181,0,dissertation,
crossref,https://doi.org/10.32388/wmgahw,"Review of: ""Bursting Bubbles in a Macroeconomic Model""",2025,10.32388/wmgahw,0,peer-review,
crossref,https://doi.org/10.2139/ssrn.641141,A Parsimonious Macroeconomic Model for Asset Pricing,2003,10.2139/ssrn.641141,38,posted-content,
crossref,https://doi.org/10.1109/tmc.2026.3683781/mm1,Multi-agent Uncertainty-Aware Pessimistic Model-Based Reinforcement Learning for Connected Autonomous Vehicles_supp1-3683781.pdf,,10.1109/tmc.2026.3683781/mm1,0,component,
crossref,https://doi.org/10.2139/ssrn.1348697,A Dynamic Model of Inter-Firm Strategic Interaction: An Agent-Based Model of Market-Oriented and Customer-Led Strategies,2009,10.2139/ssrn.1348697,0,posted-content,
crossref,https://doi.org/10.1007/978-0-230-29166-9_15,A Post Keynesian Alternative to the New Consensus Model,2009,10.1007/978-0-230-29166-9_15,4,book-chapter,
crossref,https://doi.org/10.1603/ice.2016.95229,The unified model: Agent-based modelling excavation and construction,2016,10.1603/ice.2016.95229,0,proceedings-article,
crossref,https://doi.org/10.7717/peerj.14353/supp-9,Table S3: List of Scenarios and number of simulations that are made by using agent-based model,,10.7717/peerj.14353/supp-9,0,component,
crossref,https://doi.org/10.2139/ssrn.6776778,Creative Destruction or Structural Scarring? An Agent-based Model of the AI Transition,2026,10.2139/ssrn.6776778,0,posted-content,
crossref,https://doi.org/10.36227/techrxiv.174650563.33533174/v1,Agent-based modeling of fire situation in NetLogo using BIM model,2025,10.36227/techrxiv.174650563.33533174/v1,0,posted-content,
crossref,https://doi.org/10.2139/ssrn.4917159,Application of Least-Cost Distance Model and Agent-Based Model in Evacuation Time Estimate,2024,10.2139/ssrn.4917159,0,posted-content,
crossref,https://doi.org/10.2139/ssrn.1634284,An Agent-Based Model of Collective Emotions in Online Communities,2010,10.2139/ssrn.1634284,3,posted-content,
crossref,https://doi.org/10.1101/197707,An agent-based model of the Foraging Ascomycete Hypothesis,2017,10.1101/197707,2,posted-content,
crossref,https://doi.org/10.1007/978-3-7908-2004-1_4,Commercial Actor Model,,10.1007/978-3-7908-2004-1_4,0,book-chapter,
crossref,https://doi.org/10.53555/jcr.v10:i2.13166,MULTI AGENT MODEL BASED RISK PREDICTION IN BANKING TRANSACTION USING DEEP LEARNING MODEL,2024,10.53555/jcr.v10:i2.13166,1,journal-article,
crossref,https://doi.org/10.5194/nhess-2019-370,An agent-based model for flood risk warning,2019,10.5194/nhess-2019-370,1,posted-content,
crossref,https://doi.org/10.1017/s1365100505040186,MARSHALLIAN MACROECONOMIC MODEL: A PROGRESS REPORT,2005,10.1017/s1365100505040186,8,journal-article,
crossref,https://doi.org/10.1353/chapter.1386189,Part II. Agent-Based Computational Model,,10.1353/chapter.1386189,0,book-chapter,
crossref,https://doi.org/10.7249/rr4396,"Modeling Rapidly Composable, Heterogeneous, and Fractionated Forces: Findings on Mosaic Warfare from an Agent-Based Model",2021,10.7249/rr4396,5,edited-book,
crossref,https://doi.org/10.2139/ssrn.5341043,Machine Learning Surrogates for Policy Outcome Prediction in an Agent-Based Model,2025,10.2139/ssrn.5341043,0,posted-content,
crossref,https://doi.org/10.1007/978-3-662-05624-0_6,Towards a formalised HMS model,2003,10.1007/978-3-662-05624-0_6,1,book-chapter,
crossref,https://doi.org/10.5194/egusphere-egu24-7825,Barchan swarm dynamics simulated with a Two-Flank Agent-Based Model,2025,10.5194/egusphere-egu24-7825,0,posted-content,
crossref,https://doi.org/10.21236/ada485336,Fast Interactive Integrated Modeling and Strategy Design (FASTIMS) - The Dynamic Pathways Agent-Based Model,2008,10.21236/ada485336,0,report,
crossref,https://doi.org/10.1021/acssynbio.5b00243.s001,Entrainment and Control of Bacterial Populations: An in Silico Study over a Spatially Extended Agent Based Model,,10.1021/acssynbio.5b00243.s001,0,component,
crossref,https://doi.org/10.2139/ssrn.2346905,Financialisation and Crisis in an Agent Based Macroeconomomic Model,2013,10.2139/ssrn.2346905,0,posted-content,
crossref,https://doi.org/10.2139/ssrn.3300103,Diffusion of Shared Goods in Consumer Coalitions. An Agent-Based Model,2018,10.2139/ssrn.3300103,0,posted-content,
crossref,https://doi.org/10.1007/978-3-7908-2004-1_3,Private Actor Model,,10.1007/978-3-7908-2004-1_3,0,book-chapter,
crossref,https://doi.org/10.18260/1-2--16263,An Agent Based Model Of Ion Equilibrium,,10.18260/1-2--16263,0,proceedings-article,
crossref,https://doi.org/10.2139/ssrn.4614142,Are Fiscal Multipliers State Dependent? Insights from an Agent-Based Model,2023,10.2139/ssrn.4614142,0,posted-content,
crossref,https://doi.org/10.62791/20645,A hybrid generative agent-based model of nonviolent resistance with large language model-enabled activist agents,,10.62791/20645,0,dissertation,
crossref,https://doi.org/10.31219/osf.io/u7wbr,Competition in Media Systems and Voter Knowledge: An Agent-Based Model,2017,10.31219/osf.io/u7wbr,0,posted-content,
crossref,https://doi.org/10.2139/ssrn.6437018,Rephrasing Illusions: an Agent-based model of Madoff 's Ponzi scheme,2026,10.2139/ssrn.6437018,0,posted-content,
crossref,https://doi.org/10.22360/springsim.2018.anss.023,Agent-Based Model of Sand Supply Governance Employing Blockchain Technology,2018,10.22360/springsim.2018.anss.023,1,proceedings-article,
crossref,https://doi.org/10.1007/978-3-031-82017-5_2,The Open Economy Representative Agent Model,2025,10.1007/978-3-031-82017-5_2,0,book-chapter,
crossref,https://doi.org/10.1080/15140326.2025.2570243,Understanding macroeconomic volatility in South Korea: a heterogeneous-agent New Keynesian model with sticky prices framework,2025,10.1080/15140326.2025.2570243,0,journal-article,
crossref,https://doi.org/10.1007/978-3-662-05624-0_8,An HMS Operational Model,2003,10.1007/978-3-662-05624-0_8,14,book-chapter,
crossref,https://doi.org/10.2139/ssrn.5294844,&lt;div&gt; The Macroeconomic Effects of Carbon Policy:&amp;nbsp;&lt;span&gt;Evidence from High-Frequency Identification&amp;nbsp;&lt;/span&gt;&lt;span&gt;and a Heterogenous Agent Model&lt;/span&gt; &lt;/div&gt;,2025,10.2139/ssrn.5294844,0,posted-content,
crossref,https://doi.org/10.7554/elife.29144.024,Decision letter: A minimally sufficient model for rib proximal-distal patterning based on genetic analysis and agent-based simulations,2017,10.7554/elife.29144.024,0,peer-review,
crossref,https://doi.org/10.1007/978-3-658-07529-3_5,The need for a reference model for agent-based modeling and simulation,2014,10.1007/978-3-658-07529-3_5,0,book-chapter,
crossref,https://doi.org/10.4337/9781035303625.00013,Macroeconomic fluctuations and heterogeneous agents,1999,10.4337/9781035303625.00013,0,book-chapter,
crossref,https://doi.org/10.1145/3745133.3745190,Prediction of Macroeconomic indicators in China's Market based on Traditional Time Series model and LSTM Model,2025,10.1145/3745133.3745190,0,proceedings-article,
crossref,https://doi.org/10.1109/iat.2006.23,A Recommender Agent for Software Libraries: An Evaluation of Memory-Based and Model-Based Collaborative Filtering,2006,10.1109/iat.2006.23,13,proceedings-article,
crossref,https://doi.org/10.1109/iat.2006.5,A Design and Operation Model for Agent-Based Flexible Distributed System,2006,10.1109/iat.2006.5,1,proceedings-article,
crossref,https://doi.org/10.1002/9781119155713.ch7,Development and Calibration of a Large‐Scale Agent‐Based Model of Individual Tax Reporting Compliance,2018,10.1002/9781119155713.ch7,0,other,
crossref,https://doi.org/10.66281/70130/9050,An Assessment of Macroeconomic Stability in Sri Lanka: Evidence from the Macroeconomic Stability Pentagon Model,2026,10.66281/70130/9050,0,journal-article,
crossref,https://doi.org/10.3724/sp.j.1087.2010.01483,Study of P2P network model based on distributed Agent memory mechanism,2010,10.3724/sp.j.1087.2010.01483,0,journal-article,
crossref,https://doi.org/10.1007/s43253-021-00060-5,The sustainability transition and the digital transformation: two challenges for agent-based macroeconomic models,2021,10.1007/s43253-021-00060-5,10,journal-article,
crossref,https://doi.org/10.5089/9781484333754.001,Macroeconomic Effects of Sovereign Restructuring in a Monetary Union,2013,10.5089/9781484333754.001,2,journal-article,
crossref,https://doi.org/10.1109/iat.2006.29,An Adaptive Multi-agent Organization Model Based on Dynamic Role Allocation,2006,10.1109/iat.2006.29,9,proceedings-article,
crossref,https://doi.org/10.1007/978-4-431-53907-0_6,Cognitive-Costed Agent Model of the Microblogging Network,2011,10.1007/978-4-431-53907-0_6,0,book-chapter,
crossref,https://doi.org/10.3724/sp.j.1087.2009.02830,Research of multi-Agent data interaction model based on reflection,2009,10.3724/sp.j.1087.2009.02830,0,journal-article,
crossref,https://doi.org/10.5220/0010869100003117,Optimizing Heterogeneous Maritime Search Teams using an Agent-based Model and Nonlinear Optimization Methods,2022,10.5220/0010869100003117,0,proceedings-article,
crossref,https://doi.org/10.4018/978-1-61350-456-7.ch317,Macroeconomic Forecasting Using Genetic Programming Based Vector Error Correction Model,,10.4018/978-1-61350-456-7.ch317,1,book-chapter,
crossref,https://doi.org/10.1007/11802372_64,A Model of Video Coding Based on Multi-agent,2006,10.1007/11802372_64,1,book-chapter,
crossref,https://doi.org/10.3389/frbhe.2023.1223281,Hooked on artificial agents: a systems thinking perspective,2023,10.3389/frbhe.2023.1223281,3,journal-article,
crossref,https://doi.org/10.4324/9780429045042-8,Artificial Economics,2019,10.4324/9780429045042-8,0,book-chapter,
crossref,https://doi.org/10.7208/chicago/9780226613475.003.0024,Artificial Intelligence and Behavioral Economics,2019,10.7208/chicago/9780226613475.003.0024,9,book-chapter,
crossref,https://doi.org/10.1016/b978-0-443-13671-9.00021-1,Artificial intelligence in behavioral health economics: Considerations for designing behavioral studies,2024,10.1016/b978-0-443-13671-9.00021-1,0,book-chapter,
crossref,https://doi.org/10.2139/ssrn.276121,Monitoring: The Behavioral Economics of Inducing Agents' Compliance with Legal Rules,2001,10.2139/ssrn.276121,4,posted-content,
crossref,https://doi.org/10.2139/ssrn.5332489,When Machines Remember Pain: Affective Memory Encoding and Behavioral Adaptation in Artificial Agents,2025,10.2139/ssrn.5332489,0,posted-content,
crossref,https://doi.org/10.4324/9780429045042,Discovering Artificial Economics,2019,10.4324/9780429045042,0,book,
crossref,https://doi.org/10.1016/j.cobeha.2023.101282,Interacting with agents without a mind: the case for artificial agents,2023,10.1016/j.cobeha.2023.101282,20,journal-article,
crossref,https://doi.org/10.1016/b0-08-043076-7/00681-1,Artificial Social Agents,2001,10.1016/b0-08-043076-7/00681-1,3,book-chapter,
crossref,https://doi.org/10.1016/j.socec.2026.102641,Biased decisions of Large Language Models (LLM): Computer control agents and the decoy effect,2026,10.1016/j.socec.2026.102641,0,journal-article,
crossref,https://doi.org/10.1016/j.socec.2019.101463,What drives motivated agents: The ‘right’ mission or sharing it with the principal?,2019,10.1016/j.socec.2019.101463,9,journal-article,
crossref,https://doi.org/10.1007/3-540-37249-0_11,The Wisdom of Networked Evolving Agents,,10.1007/3-540-37249-0_11,1,book-chapter,
crossref,https://doi.org/10.1007/3-540-28547-4_2,Market Dynamics and Agents Behaviors: a Computational Approach,,10.1007/3-540-28547-4_2,9,book-chapter,
crossref,https://doi.org/10.2139/ssrn.3485475,The Behavioral Economics of Artificial Intelligence: Lessons from Experiments with Computer Players,2019,10.2139/ssrn.3485475,9,posted-content,
crossref,https://doi.org/10.1016/b978-0-12-420248-1.00004-0,Virtual Affective Agents and Therapeutic Games,2016,10.1016/b978-0-12-420248-1.00004-0,26,book-chapter,
crossref,https://doi.org/10.1016/j.eneco.2010.03.003,Oil price dynamics: A behavioral finance approach with heterogeneous agents,2010,10.1016/j.eneco.2010.03.003,92,journal-article,
crossref,https://doi.org/10.1016/j.socec.2026.102528,The creativity of artificial intelligence,2026,10.1016/j.socec.2026.102528,0,journal-article,
crossref,https://doi.org/10.4324/9780429045042-7,Coevolving Markets,2019,10.4324/9780429045042-7,0,book-chapter,
crossref,https://doi.org/10.2139/ssrn.4281268,"The Future Economics of Artificial Intelligence: Mythical Agents, a Singleton and the Dark Forest",2022,10.2139/ssrn.4281268,2,posted-content,
crossref,https://doi.org/10.1007/978-3-031-75316-9_144-1,Behavioral Responses to AI Agents in Customer Service,2026,10.1007/978-3-031-75316-9_144-1,0,book-chapter,
crossref,https://doi.org/10.5220/0008989503530360,Exploring the Dependencies between Behavioral and Neuro-physiological Time-series Extracted from Conversations between Humans and Artificial Agents,2020,10.5220/0008989503530360,0,proceedings-article,
crossref,https://doi.org/10.1007/978-3-032-18066-7_3,Behavioral Analysis of LLM-Based Artificial Agents,2026,10.1007/978-3-032-18066-7_3,0,book-chapter,
crossref,https://doi.org/10.1016/b978-0-443-23982-3.00008-7,Economics,2024,10.1016/b978-0-443-23982-3.00008-7,0,book-chapter,
crossref,https://doi.org/10.4324/9780429045042-1,Chance and Necessity,2019,10.4324/9780429045042-1,0,book-chapter,
crossref,https://doi.org/10.1007/978-1-4613-1427-1_4,Imaginal Agents,1996,10.1007/978-1-4613-1427-1_4,1,book-chapter,
crossref,https://doi.org/10.5220/0004255001300143,Rule-based Behavioral Reasoning on Semantic Business Processes,2013,10.5220/0004255001300143,10,proceedings-article,
crossref,https://doi.org/10.1109/ipcc.2013.6623916,"Fast and slow: Technical communicators, rational agents, and behavioral economics",2013,10.1109/ipcc.2013.6623916,0,proceedings-article,
crossref,https://doi.org/10.2139/ssrn.6822438,Agency Without Internal Discipline &lt;div&gt; Organizational Economics of Artificial Intelligence Agents &lt;/div&gt;,2026,10.2139/ssrn.6822438,0,posted-content,
crossref,https://doi.org/10.5220/0010846500003116,Supporting the Adaptation of Agents' Behavioral Models in Changing Situations by Presentation of Continuity of the Agent's Behavior Model,2022,10.5220/0010846500003116,0,proceedings-article,
crossref,https://doi.org/10.1016/j.sbspro.2015.06.134,"The Impacts of Robotics, Artificial Intelligence On Business and Economics",2015,10.1016/j.sbspro.2015.06.134,302,journal-article,
crossref,https://doi.org/10.4324/9780429045042-3,"Sheep, Explorers, and Phase Transitions",2019,10.4324/9780429045042-3,0,book-chapter,
crossref,https://doi.org/10.3390/e23030310,"Information Theory for Agents in Artificial Intelligence, Psychology, and Economics",2021,10.3390/e23030310,18,journal-article,
crossref,https://doi.org/10.5220/0004903205480551,Quantum Probability in Operant Conditioning - Behavioral Uncertainty in Reinforcement Learning,2014,10.5220/0004903205480551,0,proceedings-article,
crossref,https://doi.org/10.1016/s0090-5720(81)80001-0,Journal of behavioral economics,1981,10.1016/s0090-5720(81)80001-0,0,journal-article,
crossref,https://doi.org/10.4324/9780429045042-5,"Networks, Boosters, and Self-Organized Cities",2019,10.4324/9780429045042-5,0,book-chapter,
crossref,https://doi.org/10.4324/9780429045042-2,On the Road to Know-Ware,2019,10.4324/9780429045042-2,0,book-chapter,
crossref,https://doi.org/10.4324/9780429045042-6,Traffic Near the Edge of Chaos,2019,10.4324/9780429045042-6,0,book-chapter,
crossref,https://doi.org/10.1093/oso/9780190901349.003.0004,An Overview of Behavioral Law and Economics,2018,10.1093/oso/9780190901349.003.0004,0,book-chapter,
crossref,https://doi.org/10.62372/wqsb6195,The Busara toolkit: leveraging behavioral science for development,,10.62372/wqsb6195,0,dissertation,
crossref,https://doi.org/10.1017/cbo9780511794797.002,Artificial Intelligence and Agents,2010,10.1017/cbo9780511794797.002,5,book-chapter,
crossref,https://doi.org/10.1093/oxfordhb/9780199945474.013.0009,Behavioral Ethics Meets Behavioral Law and Economics,2014,10.1093/oxfordhb/9780199945474.013.0009,3,reference-entry,
crossref,https://doi.org/10.4324/9780429045042-4,The Ancient Art of Learning by Circulating,2019,10.4324/9780429045042-4,0,book-chapter,
crossref,https://doi.org/10.1002/cplx.1038,Discovering artificial economics: How agents learn and economies evolve,2001,10.1002/cplx.1038,0,journal-article,
crossref,https://doi.org/10.1007/3-540-37249-0_17,"Social Norms, Cognitive Dissonance and Broadcasting: How to Influence Economic Agents",,10.1007/3-540-37249-0_17,2,book-chapter,
crossref,https://doi.org/10.1093/oso/9780190901349.003.0003,Behavioral Studies,2018,10.1093/oso/9780190901349.003.0003,0,book-chapter,
crossref,https://doi.org/10.1162/106454601753238672,"<i>Discovering Artificial Economics: How Agents Learn and Economies Evolve</i>. David F. Batten. 2000, Westview Press. 336 pages. $39.00 hardcover.",2001,10.1162/106454601753238672,0,journal-article,
crossref,https://doi.org/10.4324/9781315817897-10,An introduction to behavioral economics,2014,10.4324/9781315817897-10,1,book-chapter,
crossref,https://doi.org/10.5220/0013149500003890,Kernel-Level Malware Analysis and Behavioral Explanation Using LLMs,2025,10.5220/0013149500003890,1,proceedings-article,
crossref,https://doi.org/10.1016/s0090-5720(84)80002-9,From economic behavior to behavioral economics: The behavioral uprising in economics,1984,10.1016/s0090-5720(84)80002-9,13,journal-article,
crossref,https://doi.org/10.1016/0090-5720(84)90001-9,From economic behavior to behavioral economics: The behavioral uprising in economics,1984,10.1016/0090-5720(84)90001-9,8,journal-article,
crossref,https://doi.org/10.1007/978-3-031-15294-8_3,Logic and Epistemology in Behavioral Economics,2023,10.1007/978-3-031-15294-8_3,1,book-chapter,
crossref,https://doi.org/10.1111/1468-0297.t01-19-00083,Discovering Artificial Economics: How Agents Learn and Economies Evolve,2002,10.1111/1468-0297.t01-19-00083,0,journal-article,
crossref,https://doi.org/10.1017/cbo9781139600224.008,Building and Defining Behavioral Economics,2014,10.1017/cbo9781139600224.008,0,book-chapter,
crossref,https://doi.org/10.1017/9781009258227.003,Artificial Intelligence and Agents,2023,10.1017/9781009258227.003,0,book-chapter,
crossref,https://doi.org/10.1017/9781108164085.002,Artificial Intelligence and Agents,2017,10.1017/9781108164085.002,0,book-chapter,
crossref,https://doi.org/10.1002/9781119106173.ch5,Behavioral agents,2015,10.1002/9781119106173.ch5,0,other,
crossref,https://doi.org/10.4324/9781003357971-2,An introduction to behavioral economics,2023,10.4324/9781003357971-2,0,book-chapter,
crossref,https://doi.org/10.1016/b978-0-443-33151-0.00001-0,Conversational agents and virtual humans for healthcare information support and clinical interviewing,2026,10.1016/b978-0-443-33151-0.00001-0,0,book-chapter,
crossref,https://doi.org/10.4324/9781315105079-1,An introduction to behavioral economics,2018,10.4324/9781315105079-1,6,book-chapter,
crossref,https://doi.org/10.1007/978-3-030-54330-3_6,Artificial Intelligence and Nudging,2020,10.1007/978-3-030-54330-3_6,2,book-chapter,
crossref,https://doi.org/10.1007/978-1-4613-1427-1_14,The Credible Modelling of Economic Agents with Limited Rationality,1996,10.1007/978-1-4613-1427-1_14,0,book-chapter,
crossref,https://doi.org/10.3233/978-1-60750-606-5-1049,Joint handling of Rational and Behavioral reactions in Assistant Conversational Agents,2010,10.3233/978-1-60750-606-5-1049,0,book-chapter,
crossref,https://doi.org/10.1017/cbo9781139600224.007,Incorporating Psychological Experiments in Economics and the Construction of Behavioral Economics,2014,10.1017/cbo9781139600224.007,0,book-chapter,
